id_invoice;cabang;kota;tipe_customer;jenis_kelamin;kategori_produk;harga_satuan;jumlah;pajak_5_persen;tanggal;waktu;metode_pembayaran;total_penjualan_sebelum_pajak;persentase_gross_margin;pendapatan_kotor;rating
796-32-9050;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;51.28;6;15.384;1/19/2019;16:31:00;Cash;307.68;4.761.904.762;15.384;6.5
105-31-1824;Banjarmasin;Banjarmasin;Member;Male;Hair Care;69.52;7;24.332;02/01/2019;15:10:00;Credit card;486.64;4.761.904.762;24.332;8.5
249-42-3782;Banjarmasin;Banjarmasin;Normal;Male;Skincare;70.01;5;175.025;01/03/2019;11:36:00;Ewallet;350.05;4.761.904.762;175.025;5.5
316-55-4634;Martapura;Martapura;Member;Male;Fragrance / Parfum;80.05;5;200.125;1/26/2019;12:45:00;Credit card;400.25;4.761.904.762;200.125;9.4
733-33-4967;Banjarbaru;Banjarbaru;Normal;Male;Make Up;20.85;8;8.34;03/03/2019;19:17:00;Cash;166.8;4.761.904.762;8.34;6.3
608-27-6295;Martapura;Martapura;Member;Male;Make Up;52.89;6;15.867;1/19/2019;17:34:00;Credit card;317.34;4.761.904.762;15.867;9.8
414-12-7047;Martapura;Martapura;Normal;Male;Fragrance / Parfum;19.79;8;7.916;1/18/2019;12:04:00;Ewallet;158.32;4.761.904.762;7.916;8.7
827-26-2100;Banjarmasin;Banjarmasin;Member;Male;Body Care;33.84;9;15.228;3/21/2019;16:21:00;Ewallet;304.56;4.761.904.762;15.228;8.8
175-54-2529;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;22.17;8;8.868;03/03/2019;17:01:00;Credit card;177.36;4.761.904.762;8.868;9.6
139-52-2867;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;22.51;7;78.785;2/13/2019;10:50:00;Credit card;157.57;4.761.904.762;78.785;4.8
407-63-8975;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;73.88;6;22.164;3/23/2019;19:16:00;Ewallet;443.28;4.761.904.762;22.164;4.4
342-65-4817;Banjarbaru;Banjarbaru;Member;Male;Skincare;86.8;3;13.02;1/28/2019;16:47:00;Ewallet;260.4;4.761.904.762;13.02;9.9
130-98-8941;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;64.26;7;22.491;02/09/2019;10:00:00;Cash;449.82;4.761.904.762;22.491;5.7
434-83-9547;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;38.47;8;15.388;1/23/2019;11:51:00;Cash;307.76;4.761.904.762;15.388;7.7
851-28-6367;Banjarmasin;Banjarmasin;Member;Male;Hair Care;15.5;10;7.75;3/23/2019;10:55:00;Ewallet;155;4.761.904.762;7.75;8
824-88-3614;Banjarbaru;Banjarbaru;Normal;Male;Skincare;34.31;8;13.724;1/25/2019;15:00:00;Ewallet;274.48;4.761.904.762;13.724;5.7
586-25-0848;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;12.34;7;4.319;03/04/2019;11:19:00;Credit card;86.38;4.761.904.762;4.319;6.7
895-66-0685;Martapura;Martapura;Member;Male;Fragrance / Parfum;18.08;3;2.712;03/05/2019;19:46:00;Ewallet;54.24;4.761.904.762;2.712;8
305-14-0245;Martapura;Martapura;Member;Female;Body Care;94.49;8;37.796;03/03/2019;19:00:00;Ewallet;755.92;4.761.904.762;37.796;7.5
732-04-5373;Martapura;Martapura;Member;Male;Body Care;46.47;4;9.294;02/08/2019;10:53:00;Cash;185.88;4.761.904.762;9.294;7
400-60-7251;Banjarmasin;Banjarmasin;Normal;Male;Body Care;74.07;1;37.035;02/10/2019;12:50:00;Ewallet;74.07;4.761.904.762;37.035;9.9
593-65-1552;Banjarbaru;Banjarbaru;Normal;Female;Body Care;69.81;4;13.962;1/28/2019;20:50:00;Credit card;279.24;4.761.904.762;13.962;5.9
284-34-9626;Martapura;Martapura;Normal;Female;Body Care;77.04;3;11.556;02/11/2019;10:39:00;Credit card;231.12;4.761.904.762;11.556;7.2
437-58-8131;Martapura;Martapura;Normal;Female;Beauty Tools;73.52;2;7.352;1/15/2019;13:41:00;Ewallet;147.04;4.761.904.762;7.352;4.6
286-43-6208;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;87.8;9;39.51;3/16/2019;19:08:00;Cash;790.2;4.761.904.762;39.51;9.2
641-43-2399;Martapura;Martapura;Normal;Male;Body Care;25.55;4;5.11;1/26/2019;20:23:00;Ewallet;102.2;4.761.904.762;5.11;5.7
831-07-6050;Banjarmasin;Banjarmasin;Normal;Male;Make Up;32.71;5;81.775;3/19/2019;11:30:00;Credit card;163.55;4.761.904.762;81.775;9.9
556-86-3144;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;74.29;1;37.145;1/13/2019;19:30:00;Cash;74.29;4.761.904.762;37.145;5
848-24-9445;Banjarbaru;Banjarbaru;Member;Male;Skincare;43.7;2;4.37;3/26/2019;18:03:00;Cash;87.4;4.761.904.762;4.37;4.9
856-22-8149;Banjarmasin;Banjarmasin;Normal;Female;Body Care;25.29;1;12.645;3/23/2019;10:13:00;Ewallet;25.29;4.761.904.762;12.645;6.1
699-01-4164;Banjarbaru;Banjarbaru;Normal;Male;Skincare;41.5;4;8.3;03/12/2019;19:58:00;Credit card;166;4.761.904.762;8.3;8.2
420-11-4919;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;71.39;5;178.475;2/17/2019;19:57:00;Credit card;356.95;4.761.904.762;178.475;5.5
606-80-4905;Banjarbaru;Banjarbaru;Member;Female;Hair Care;19.15;6;5.745;1/29/2019;10:01:00;Credit card;114.9;4.761.904.762;5.745;6.8
542-41-0513;Martapura;Martapura;Member;Female;Make Up;57.49;4;11.498;3/15/2019;11:57:00;Cash;229.96;4.761.904.762;11.498;6.6
426-39-2418;Banjarbaru;Banjarbaru;Normal;Male;Make Up;61.41;7;214.935;1/14/2019;10:02:00;Cash;429.87;4.761.904.762;214.935;9.8
875-46-5808;Martapura;Martapura;Member;Male;Skincare;25.9;10;12.95;02/06/2019;14:51:00;Ewallet;259;4.761.904.762;12.95;8.7
394-43-4238;Martapura;Martapura;Member;Male;Body Care;17.77;5;44.425;2/15/2019;12:42:00;Credit card;88.85;4.761.904.762;44.425;5.4
749-24-1565;Banjarmasin;Banjarmasin;Normal;Female;Skincare;23.03;9;103.635;01/03/2019;12:02:00;Ewallet;207.27;4.761.904.762;103.635;7.9
672-51-8681;Banjarbaru;Banjarbaru;Member;Female;Make Up;66.65;9;299.925;01/04/2019;18:19:00;Credit card;599.85;4.761.904.762;299.925;9.7
263-87-5680;Banjarbaru;Banjarbaru;Member;Female;Body Care;28.53;10;14.265;3/18/2019;17:38:00;Ewallet;285.3;4.761.904.762;14.265;7.8
573-58-9734;Martapura;Martapura;Normal;Female;Beauty Tools;30.37;3;45.555;3/28/2019;13:41:00;Ewallet;91.11;4.761.904.762;45.555;5.1
817-69-8206;Martapura;Martapura;Normal;Female;Make Up;99.73;9;448.785;03/02/2019;19:42:00;Credit card;897.57;4.761.904.762;448.785;6.5
888-02-0338;Banjarmasin;Banjarmasin;Normal;Male;Make Up;26.23;9;118.035;1/25/2019;20:24:00;Ewallet;236.07;4.761.904.762;118.035;5.9
677-11-0152;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;93.26;9;41.967;1/16/2019;18:08:00;Cash;839.34;4.761.904.762;41.967;8.8
142-63-6033;Martapura;Martapura;Normal;Male;Body Care;92.36;5;23.09;3/20/2019;19:17:00;Ewallet;461.8;4.761.904.762;23.09;4.9
656-16-1063;Martapura;Martapura;Normal;Male;Hair Care;46.42;3;6.963;01/04/2019;13:24:00;Credit card;139.26;4.761.904.762;6.963;4.4
891-58-8335;Martapura;Martapura;Member;Female;Hair Care;29.61;7;103.635;03/11/2019;15:53:00;Cash;207.27;4.761.904.762;103.635;6.5
802-43-8934;Banjarmasin;Banjarmasin;Normal;Male;Body Care;18.28;1;914;3/22/2019;15:05:00;Credit card;18.28;4.761.904.762;914;8.3
560-30-5617;Martapura;Martapura;Normal;Female;Hair Care;24.77;5;61.925;3/24/2019;18:27:00;Cash;123.85;4.761.904.762;61.925;8.5
319-74-2561;Banjarmasin;Banjarmasin;Member;Female;Make Up;94.64;3;14.196;2/21/2019;16:55:00;Cash;283.92;4.761.904.762;14.196;5.5
549-03-9315;Martapura;Martapura;Normal;Male;Beauty Tools;94.87;8;37.948;02/12/2019;12:58:00;Ewallet;758.96;4.761.904.762;37.948;8.7
790-29-1172;Martapura;Martapura;Normal;Female;Fragrance / Parfum;57.34;3;8.601;03/10/2019;18:59:00;Credit card;172.02;4.761.904.762;8.601;7.9
239-36-3640;Martapura;Martapura;Normal;Male;Make Up;45.35;6;13.605;1/31/2019;13:44:00;Ewallet;272.1;4.761.904.762;13.605;6.1
468-01-2051;Martapura;Martapura;Normal;Male;Fragrance / Parfum;62.08;7;21.728;03/06/2019;13:46:00;Ewallet;434.56;4.761.904.762;21.728;5.4
389-25-3394;Banjarbaru;Banjarbaru;Normal;Male;Make Up;11.81;5;29.525;2/17/2019;18:06:00;Cash;59.05;4.761.904.762;29.525;9.4
279-62-1445;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;12.54;1;627;2/21/2019;12:38:00;Cash;12.54;4.761.904.762;627;8.2
213-72-6612;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;43.25;2;4.325;3/20/2019;15:56:00;Cash;86.5;4.761.904.762;4.325;6.2
746-68-6593;Banjarbaru;Banjarbaru;Member;Female;Hair Care;87.16;2;8.716;01/11/2019;14:29:00;Credit card;174.32;4.761.904.762;8.716;9.7
836-82-5858;Martapura;Martapura;Member;Male;Skincare;69.37;9;312.165;1/26/2019;19:14:00;Ewallet;624.33;4.761.904.762;312.165;4
583-72-1480;Banjarbaru;Banjarbaru;Member;Male;Make Up;37.06;4;7.412;1/31/2019;16:24:00;Ewallet;148.24;4.761.904.762;7.412;9.7
466-61-5506;Martapura;Martapura;Member;Female;Make Up;90.7;6;27.21;2/26/2019;10:52:00;Cash;544.2;4.761.904.762;27.21;5.3
721-86-6247;Banjarmasin;Banjarmasin;Normal;Female;Body Care;63.42;8;25.368;03/11/2019;12:55:00;Ewallet;507.36;4.761.904.762;25.368;7.4
289-65-5721;Martapura;Martapura;Normal;Female;Beauty Tools;81.37;2;8.137;1/26/2019;19:28:00;Cash;162.74;4.761.904.762;8.137;6.5
545-46-3100;Martapura;Martapura;Member;Female;Make Up;10.59;3;15.885;03/12/2019;13:52:00;Credit card;31.77;4.761.904.762;15.885;8.7
418-02-5978;Martapura;Martapura;Normal;Female;Skincare;84.09;9;378.405;02/11/2019;10:54:00;Cash;756.81;4.761.904.762;378.405;8
269-04-5750;Martapura;Martapura;Member;Male;Beauty Tools;73.82;4;14.764;2/21/2019;18:31:00;Cash;295.28;4.761.904.762;14.764;6.7
157-13-5295;Banjarmasin;Banjarmasin;Member;Male;Skincare;51.94;10;25.97;03/09/2019;18:24:00;Ewallet;519.4;4.761.904.762;25.97;6.5
645-78-8093;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;93.14;2;9.314;1/20/2019;18:09:00;Ewallet;186.28;4.761.904.762;9.314;4.1
211-30-9270;Banjarbaru;Banjarbaru;Normal;Male;Skincare;17.41;5;43.525;1/28/2019;15:16:00;Credit card;87.05;4.761.904.762;43.525;4.9
755-12-3214;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;44.22;5;11.055;03/05/2019;17:07:00;Credit card;221.1;4.761.904.762;11.055;8.6
346-84-3103;Martapura;Martapura;Member;Female;Make Up;13.22;5;3.305;03/02/2019;19:26:00;Cash;66.1;4.761.904.762;3.305;4.3
478-06-7835;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;89.69;1;44.845;01/11/2019;11:20:00;Ewallet;89.69;4.761.904.762;44.845;4.9
540-11-4336;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;24.94;9;11.223;01/11/2019;16:49:00;Credit card;224.46;4.761.904.762;11.223;5.6
448-81-5016;Banjarmasin;Banjarmasin;Normal;Male;Skincare;59.77;2;5.977;03/11/2019;12:01:00;Credit card;119.54;4.761.904.762;5.977;5.8
142-72-4741;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;93.2;2;9.32;2/28/2019;18:37:00;Credit card;186.4;4.761.904.762;9.32;6
217-58-1179;Banjarmasin;Banjarmasin;Member;Male;Body Care;62.65;4;12.53;01/05/2019;11:25:00;Cash;250.6;4.761.904.762;12.53;4.2
376-02-8238;Martapura;Martapura;Normal;Male;Body Care;93.87;8;37.548;02/02/2019;18:42:00;Credit card;750.96;4.761.904.762;37.548;8.3
530-90-9855;Banjarmasin;Banjarmasin;Member;Male;Body Care;47.59;8;19.036;01/01/2019;14:47:00;Cash;380.72;4.761.904.762;19.036;5.7
866-05-7563;Martapura;Martapura;Member;Female;Make Up;81.4;3;12.21;02/09/2019;19:43:00;Cash;244.2;4.761.904.762;12.21;4.8
604-70-6476;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;17.94;5;4.485;1/23/2019;14:04:00;Ewallet;89.7;4.761.904.762;4.485;6.8
799-71-1548;Banjarmasin;Banjarmasin;Member;Male;Make Up;77.72;4;15.544;01/07/2019;16:11:00;Credit card;310.88;4.761.904.762;15.544;8.8
785-13-7708;Martapura;Martapura;Normal;Male;Fragrance / Parfum;73.06;7;25.571;1/14/2019;19:06:00;Credit card;511.42;4.761.904.762;25.571;4.2
845-51-0542;Martapura;Martapura;Member;Male;Fragrance / Parfum;46.55;9;209.475;02/02/2019;15:34:00;Ewallet;418.95;4.761.904.762;209.475;6.4
662-47-5456;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;35.19;10;17.595;3/17/2019;19:06:00;Credit card;351.9;4.761.904.762;17.595;8.4
883-17-4236;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;14.39;2;1.439;03/02/2019;19:44:00;Credit card;28.78;4.761.904.762;1.439;7.2
290-68-2984;Banjarmasin;Banjarmasin;Normal;Male;Body Care;23.75;4;4.75;3/16/2019;11:22:00;Cash;95;4.761.904.762;4.75;5.2
704-11-6354;Banjarmasin;Banjarmasin;Member;Male;Body Care;58.9;8;23.56;01/06/2019;11:23:00;Cash;471.2;4.761.904.762;23.56;8.9
110-48-7033;Martapura;Martapura;Member;Male;Beauty Tools;32.62;4;6.524;1/29/2019;14:12:00;Cash;130.48;4.761.904.762;6.524;9
366-93-0948;Banjarmasin;Banjarmasin;Member;Male;Make Up;66.35;1;33.175;1/31/2019;10:46:00;Credit card;66.35;4.761.904.762;33.175;9.7
729-09-9681;Banjarmasin;Banjarmasin;Member;Male;Body Care;25.91;6;7.773;02/05/2019;10:16:00;Ewallet;155.46;4.761.904.762;7.773;8.7
151-16-1484;Banjarmasin;Banjarmasin;Member;Male;Make Up;32.25;4;6.45;2/13/2019;12:38:00;Ewallet;129;4.761.904.762;6.45;6.5
380-94-4661;Banjarbaru;Banjarbaru;Member;Male;Make Up;65.94;4;13.188;02/07/2019;13:05:00;Credit card;263.76;4.761.904.762;13.188;6.9
850-41-9669;Banjarmasin;Banjarmasin;Normal;Female;Make Up;75.06;9;33.777;3/19/2019;13:25:00;Ewallet;675.54;4.761.904.762;33.777;6.2
821-07-3596;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;16.45;4;3.29;03/07/2019;14:53:00;Ewallet;65.8;4.761.904.762;3.29;5.6
655-85-5130;Martapura;Martapura;Member;Female;Beauty Tools;38.3;4;7.66;3/13/2019;19:22:00;Cash;153.2;4.761.904.762;7.66;5.7
447-15-7839;Banjarmasin;Banjarmasin;Member;Female;Hair Care;22.24;10;11.12;02/09/2019;11:00:00;Cash;222.4;4.761.904.762;11.12;4.2
154-74-7179;Martapura;Martapura;Normal;Male;Hair Care;54.45;1;27.225;2/26/2019;19:24:00;Ewallet;54.45;4.761.904.762;27.225;7.9
253-12-6086;Banjarmasin;Banjarmasin;Member;Female;Hair Care;98.4;7;34.44;03/12/2019;12:43:00;Credit card;688.8;4.761.904.762;34.44;8.7
808-65-0703;Banjarbaru;Banjarbaru;Normal;Male;Body Care;35.47;4;7.094;3/14/2019;17:22:00;Credit card;141.88;4.761.904.762;7.094;6.9
571-94-0759;Martapura;Martapura;Member;Female;Fragrance / Parfum;74.6;10;37.3;01/08/2019;20:55:00;Cash;746;4.761.904.762;37.3;9.5
144-51-6085;Banjarmasin;Banjarmasin;Member;Male;Body Care;70.74;4;14.148;01/05/2019;16:05:00;Credit card;282.96;4.761.904.762;14.148;4.4
731-14-2199;Banjarmasin;Banjarmasin;Member;Female;Body Care;35.54;10;17.77;01/04/2019;13:34:00;Ewallet;355.4;4.761.904.762;17.77;7
783-09-1637;Martapura;Martapura;Normal;Female;Hair Care;67.43;5;168.575;03/06/2019;18:13:00;Ewallet;337.15;4.761.904.762;168.575;6.3
687-15-1097;Banjarbaru;Banjarbaru;Member;Female;Skincare;21.12;2;2.112;01/03/2019;19:17:00;Cash;42.24;4.761.904.762;2.112;9.7
126-54-1082;Banjarmasin;Banjarmasin;Member;Female;Body Care;21.54;9;9.693;01/07/2019;11:44:00;Credit card;193.86;4.761.904.762;9.693;8.8
633-91-1052;Banjarmasin;Banjarmasin;Normal;Female;Body Care;12.03;2;1.203;1/27/2019;15:51:00;Cash;24.06;4.761.904.762;1.203;5.1
477-24-6490;Martapura;Martapura;Normal;Female;Skincare;99.71;6;29.913;2/26/2019;16:52:00;Ewallet;598.26;4.761.904.762;29.913;7.9
566-19-5475;Martapura;Martapura;Normal;Male;Beauty Tools;47.97;7;167.895;01/07/2019;20:52:00;Cash;335.79;4.761.904.762;167.895;6.2
526-86-8552;Banjarbaru;Banjarbaru;Member;Female;Body Care;21.82;10;10.91;01/07/2019;17:36:00;Cash;218.2;4.761.904.762;10.91;7.1
376-56-3573;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;95.42;4;19.084;02/02/2019;13:23:00;Ewallet;381.68;4.761.904.762;19.084;6.4
537-72-0426;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;70.99;10;35.495;3/20/2019;16:28:00;Cash;709.9;4.761.904.762;35.495;5.7
828-61-5674;Banjarmasin;Banjarmasin;Member;Male;Hair Care;44.02;10;22.01;3/20/2019;19:57:00;Credit card;440.2;4.761.904.762;22.01;9.6
136-08-6195;Banjarmasin;Banjarmasin;Normal;Female;Body Care;69.96;8;27.984;2/15/2019;17:01:00;Credit card;559.68;4.761.904.762;27.984;6.4
523-38-0215;Banjarbaru;Banjarbaru;Normal;Male;Body Care;37;1;1.85;03/06/2019;13:29:00;Credit card;37;4.761.904.762;1.85;7.9
490-29-1201;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;15.34;1;767;01/06/2019;11:09:00;Cash;15.34;4.761.904.762;767;6.5
667-92-0055;Banjarmasin;Banjarmasin;Member;Male;Skincare;99.83;6;29.949;03/04/2019;15:02:00;Ewallet;598.98;4.761.904.762;29.949;8.5
565-17-3836;Banjarmasin;Banjarmasin;Member;Female;Skincare;47.67;4;9.534;03/12/2019;14:21:00;Cash;190.68;4.761.904.762;9.534;9.1
498-41-1961;Martapura;Martapura;Normal;Male;Skincare;66.68;5;16.67;2/20/2019;18:01:00;Cash;333.4;4.761.904.762;16.67;7.6
593-95-4461;Banjarbaru;Banjarbaru;Member;Male;Body Care;74.86;1;3.743;3/24/2019;14:49:00;Cash;74.86;4.761.904.762;3.743;6.9
226-71-3580;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;23.75;9;106.875;1/31/2019;12:02:00;Cash;213.75;4.761.904.762;106.875;9.5
283-79-9594;Martapura;Martapura;Normal;Female;Fragrance / Parfum;48.51;7;169.785;1/25/2019;13:30:00;Credit card;339.57;4.761.904.762;169.785;5.2
430-60-3493;Banjarmasin;Banjarmasin;Member;Female;Body Care;94.88;7;33.208;02/03/2019;14:38:00;Cash;664.16;4.761.904.762;33.208;4.2
139-20-0155;Martapura;Martapura;Member;Male;Make Up;40.3;10;20.15;1/24/2019;17:37:00;Credit card;403;4.761.904.762;20.15;7
558-80-4082;Banjarbaru;Banjarbaru;Normal;Male;Make Up;27.85;7;97.475;3/14/2019;17:20:00;Ewallet;194.95;4.761.904.762;97.475;6
278-97-7759;Banjarmasin;Banjarmasin;Member;Female;Make Up;62.48;1;3.124;2/18/2019;20:29:00;Cash;62.48;4.761.904.762;3.124;4.7
316-68-6352;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;36.36;2;3.636;1/21/2019;10:00:00;Cash;72.72;4.761.904.762;3.636;7.1
585-03-5943;Martapura;Martapura;Normal;Male;Skincare;18.11;10;9.055;3/13/2019;11:46:00;Ewallet;181.1;4.761.904.762;9.055;5.9
211-05-0490;Banjarbaru;Banjarbaru;Member;Female;Make Up;51.92;5;12.98;03/03/2019;13:42:00;Cash;259.6;4.761.904.762;12.98;7.5
727-75-6477;Banjarbaru;Banjarbaru;Normal;Male;Make Up;28.84;4;5.768;3/29/2019;14:44:00;Cash;115.36;4.761.904.762;5.768;6.4
744-02-5987;Banjarmasin;Banjarmasin;Member;Male;Body Care;78.38;6;23.514;01/10/2019;14:16:00;Ewallet;470.28;4.761.904.762;23.514;5.8
307-83-9164;Banjarmasin;Banjarmasin;Member;Male;Body Care;60.01;4;12.002;1/25/2019;15:54:00;Cash;240.04;4.761.904.762;12.002;4.5
779-06-0012;Banjarbaru;Banjarbaru;Member;Female;Body Care;88.61;1;44.305;1/19/2019;10:21:00;Cash;88.61;4.761.904.762;44.305;7.7
446-47-6729;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;99.82;2;9.982;01/02/2019;18:09:00;Credit card;199.64;4.761.904.762;9.982;6.7
573-10-3877;Martapura;Martapura;Member;Male;Skincare;39.01;1;19.505;03/12/2019;16:46:00;Credit card;39.01;4.761.904.762;19.505;4.7
735-06-4124;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;48.61;1;24.305;2/25/2019;15:31:00;Cash;48.61;4.761.904.762;24.305;4.4
439-54-7422;Banjarmasin;Banjarmasin;Normal;Female;Make Up;51.19;4;10.238;3/18/2019;17:15:00;Credit card;204.76;4.761.904.762;10.238;4.7
396-90-2219;Martapura;Martapura;Normal;Female;Make Up;14.96;8;5.984;2/23/2019;12:29:00;Cash;119.68;4.761.904.762;5.984;8.6
411-77-0180;Banjarmasin;Banjarmasin;Member;Male;Make Up;72.2;7;25.27;3/26/2019;20:14:00;Ewallet;505.4;4.761.904.762;25.27;4.3
286-01-5402;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;40.23;7;140.805;3/30/2019;13:22:00;Cash;281.61;4.761.904.762;140.805;9.6
803-17-8013;Banjarmasin;Banjarmasin;Member;Female;Body Care;88.79;8;35.516;2/17/2019;17:09:00;Cash;710.32;4.761.904.762;35.516;4.1
512-98-1403;Banjarmasin;Banjarmasin;Member;Female;Make Up;26.48;3;3.972;3/21/2019;10:40:00;Ewallet;79.44;4.761.904.762;3.972;4.7
848-42-2560;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;81.91;2;8.191;03/05/2019;17:43:00;Cash;163.82;4.761.904.762;8.191;7.8
532-59-7201;Martapura;Martapura;Member;Male;Hair Care;79.93;6;23.979;1/31/2019;14:04:00;Cash;479.58;4.761.904.762;23.979;5.5
181-94-6432;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;69.33;2;6.933;02/05/2019;19:05:00;Ewallet;138.66;4.761.904.762;6.933;9.7
870-76-1733;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;14.23;5;35.575;02/01/2019;10:08:00;Credit card;71.15;4.761.904.762;35.575;4.4
423-64-4619;Banjarmasin;Banjarmasin;Member;Female;Skincare;15.55;9;69.975;03/07/2019;13:12:00;Cash;139.95;4.761.904.762;69.975;5
227-07-4446;Banjarbaru;Banjarbaru;Member;Female;Make Up;78.13;10;39.065;02/10/2019;20:51:00;Cash;781.3;4.761.904.762;39.065;4.4
174-36-3675;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;99.37;2;9.937;2/14/2019;17:29:00;Cash;198.74;4.761.904.762;9.937;5.2
428-83-5800;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;21.08;3;3.162;02/09/2019;10:25:00;Cash;63.24;4.761.904.762;3.162;7.3
603-07-0961;Banjarbaru;Banjarbaru;Member;Male;Make Up;74.79;5;186.975;01/10/2019;11:34:00;Cash;373.95;4.761.904.762;186.975;4.9
704-20-4138;Banjarbaru;Banjarbaru;Member;Female;Skincare;29.67;7;103.845;03/11/2019;18:58:00;Credit card;207.69;4.761.904.762;103.845;8.1
787-15-1757;Banjarbaru;Banjarbaru;Member;Male;Skincare;44.07;4;8.814;2/18/2019;16:28:00;Ewallet;176.28;4.761.904.762;8.814;8.4
649-11-3678;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;22.93;9;103.185;2/26/2019;20:26:00;Cash;206.37;4.761.904.762;103.185;5.5
622-20-1945;Banjarbaru;Banjarbaru;Normal;Female;Skincare;39.42;1;1.971;1/18/2019;15:08:00;Cash;39.42;4.761.904.762;1.971;8.4
372-94-8041;Banjarmasin;Banjarmasin;Normal;Male;Skincare;15.26;6;4.578;2/15/2019;18:03:00;Ewallet;91.56;4.761.904.762;4.578;9.8
563-91-7120;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;61.77;5;154.425;03/08/2019;13:21:00;Cash;308.85;4.761.904.762;154.425;6.7
746-54-5508;Banjarmasin;Banjarmasin;Normal;Male;Body Care;21.52;6;6.456;1/17/2019;12:48:00;Credit card;129.12;4.761.904.762;6.456;9.4
276-54-0879;Martapura;Martapura;Normal;Male;Hair Care;97.74;4;19.548;03/12/2019;19:53:00;Ewallet;390.96;4.761.904.762;19.548;6.4
815-11-1168;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;99.78;5;24.945;03/09/2019;19:09:00;Cash;498.9;4.761.904.762;24.945;5.4
719-76-3868;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;94.26;4;18.852;03/12/2019;16:30:00;Cash;377.04;4.761.904.762;18.852;8.6
730-61-8757;Martapura;Martapura;Member;Male;Skincare;51.13;4;10.226;1/25/2019;10:11:00;Credit card;204.52;4.761.904.762;10.226;4
340-66-0321;Banjarmasin;Banjarmasin;Member;Male;Make Up;36.36;4;7.272;3/25/2019;13:07:00;Cash;145.44;4.761.904.762;7.272;7.6
868-81-1752;Martapura;Martapura;Normal;Male;Body Care;22.02;9;9.909;02/07/2019;18:48:00;Cash;198.18;4.761.904.762;9.909;6.8
634-97-8956;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;32.9;3;4.935;2/17/2019;17:27:00;Credit card;98.7;4.761.904.762;4.935;9.1
566-71-1091;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;77.02;5;19.255;02/03/2019;15:59:00;Cash;385.1;4.761.904.762;19.255;5.5
442-48-3607;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;23.48;2;2.348;3/14/2019;11:21:00;Credit card;46.96;4.761.904.762;2.348;7.9
835-16-0096;Banjarbaru;Banjarbaru;Member;Male;Hair Care;14.7;5;3.675;3/24/2019;13:48:00;Ewallet;73.5;4.761.904.762;3.675;8.5
527-09-6272;Banjarmasin;Banjarmasin;Member;Female;Make Up;28.45;5;71.125;3/21/2019;10:17:00;Credit card;142.25;4.761.904.762;71.125;9.1
898-04-2717;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;76.4;9;34.38;3/19/2019;15:49:00;Ewallet;687.6;4.761.904.762;34.38;7.5
